Serious,Age,DebtRatio,MonthlyIncome,NumberOfLoans,NumberOfRealEstateLoans,NumberOfDependents
1,47,64.0,5217.0,2,0,0.0
1,61,0.572590321,7500.0,20,2,0.0
1,52,0.524949909,10480.0,11,3,1.0
1,52,0.524949909,10480.0,11,3,1.0
1,81,0.53801306,4287.0,11,2,0.0
1,39,0.691279186,5010.0,14,2,2.0
1,37,0.337622356,12667.0,16,2,3.0
1,44,0.291709578,3883.0,7,0,1.0
1,38,0.475841386,3000.0,7,1,2.0
1,45,0.802982129,9120.0,13,6,2.0
1,52,0.524949909,10480.0,11,3,1.0
1,33,0.175120326,2700.0,3,0,0.0
1,51,0.477503628,6200.0,11,1,0.0
1,39,0.691279186,5010.0,14,2,2.0
1,58,0.632371083,4052.0,13,2,0.0
1,54,0.228402866,2372.0,2,0,0.0
1,38,74.5,1.0,13,0,2.0
1,44,0.291709578,3883.0,7,0,1.0
1,50,0.297139683,3600.0,8,1,1.0
1,58,3265.0,5217.0,20,0,0.0
1,40,0.382964747,13700.0,9,1,2.0
1,81,0.53801306,4287.0,11,2,0.0
1,47,64.0,5217.0,2,0,0.0
1,61,0.572590321,7500.0,20,2,0.0
1,63,0.285156885,6150.0,12,0,1.0
1,58,0.151956584,3500.0,12,0,0.0
1,61,1.2979007,3000.0,11,3,1.0
1,47,1.104301274,5416.0,6,2,1.0
1,54,0.228402866,2372.0,2,0,0.0
1,61,1.2979007,3000.0,11,3,1.0
1,51,0.477503628,6200.0,11,1,0.0
1,61,1.2979007,3000.0,11,3,1.0
1,89,0.549380248,2500.0,9,0,0.0
1,81,0.53801306,4287.0,11,2,0.0
1,36,0.361340457,4117.0,4,0,1.0
1,45,0.591477634,4716.0,13,2,2.0
1,50,1.595253368,4676.0,14,3,1.0
1,39,0.984408835,2308.0,15,1,1.0
1,47,64.0,5217.0,2,0,0.0
1,32,0.44187375,3500.0,5,1,2.0
1,25,0.152896812,2916.0,3,0,0.0
1,54,0.228402866,2372.0,2,0,0.0
1,40,0.18141723,3400.0,5,0,1.0
1,51,0.350874186,5833.0,12,1,1.0
1,49,0.369223765,8785.0,20,2,2.0
1,68,0.218071277,25000.0,27,3,0.0
1,38,3558.0,5217.0,19,3,2.0
1,51,0.350874186,5833.0,12,1,1.0
1,51,0.477503628,6200.0,11,1,0.0
1,37,0.337622356,12667.0,16,2,3.0
1,35,1593.0,5217.0,6,1,1.0
1,58,668.0,5217.0,5,0,0.0
1,61,0.572590321,7500.0,20,2,0.0
1,44,6046.0,5217.0,9,3,0.0
1,61,0.572590321,7500.0,20,2,0.0
1,50,0.68127587,4106.0,8,1,0.0
1,51,0.350874186,5833.0,12,1,1.0
1,46,0.637749121,1705.0,5,0,0.0
1,44,6046.0,5217.0,9,3,0.0
1,36,0.558320373,4500.0,9,3,0.0
1,39,0.055984556,9841.0,9,0,2.0
1,58,668.0,5217.0,5,0,0.0
1,63,0.285156885,6150.0,12,0,1.0
1,39,0.055984556,9841.0,9,0,2.0
1,37,0.337622356,12667.0,16,2,3.0
1,44,0.291709578,3883.0,7,0,1.0
1,44,6046.0,5217.0,9,3,0.0
1,48,0.605098725,4000.0,10,2,1.0
1,38,74.5,1.0,13,0,2.0
1,63,0.285156885,6150.0,12,0,1.0
1,49,0.369223765,8785.0,20,2,2.0
1,61,0.572590321,7500.0,20,2,0.0
1,36,0.361340457,4117.0,4,0,1.0
1,37,1.620344914,4000.0,16,3,1.0
1,58,0.151956584,3500.0,12,0,0.0
1,44,6046.0,5217.0,9,3,0.0
1,43,0.461323764,7523.0,6,1,1.0
1,50,0.68127587,4106.0,8,1,0.0
1,49,0.369223765,8785.0,20,2,2.0
1,48,2073.0,5217.0,5,2,0.0
1,38,74.5,1.0,13,0,2.0
1,47,0.03975841,25000.0,11,1,3.0
1,44,6046.0,5217.0,9,3,0.0
1,51,0.350874186,5833.0,12,1,1.0
1,44,0.291709578,3883.0,7,0,1.0
1,36,0.361340457,4117.0,4,0,1.0
1,47,0.03975841,25000.0,11,1,3.0
1,44,0.291709578,3883.0,7,0,1.0
1,35,1593.0,5217.0,6,1,1.0
1,45,0.591477634,4716.0,13,2,2.0
1,42,0.594224361,2700.0,8,0,0.0
1,63,5223.0,5217.0,19,2,0.0
1,50,0.297139683,3600.0,8,1,1.0
1,73,274.0,5217.0,2,0,0.0
1,47,0.03975841,25000.0,11,1,3.0
1,26,0.129805014,1794.0,1,0,0.0
1,61,0.209961825,5500.0,11,0,1.0
1,39,0.984408835,2308.0,15,1,1.0
1,31,0.824725092,3000.0,10,2,1.0
1,61,0.572590321,7500.0,20,2,0.0
1,44,0.291709578,3883.0,7,0,1.0
1,49,0.369223765,8785.0,20,2,2.0
1,73,274.0,5217.0,2,0,0.0
1,68,0.218071277,25000.0,27,3,0.0
1,51,0.350874186,5833.0,12,1,1.0
1,39,0.984408835,2308.0,15,1,1.0
1,63,0.285156885,6150.0,12,0,1.0
1,61,0.209961825,5500.0,11,0,1.0
1,38,3558.0,5217.0,19,3,2.0
1,36,0.558320373,4500.0,9,3,0.0
1,32,0.44187375,3500.0,5,1,2.0
1,39,0.984408835,2308.0,15,1,1.0
1,58,0.27112148,6000.0,8,1,1.0
1,36,0.558320373,4500.0,9,3,0.0
1,63,5223.0,5217.0,19,2,0.0
1,50,0.297139683,3600.0,8,1,1.0
1,31,0.824725092,3000.0,10,2,1.0
1,61,0.572590321,7500.0,20,2,0.0
1,63,0.285156885,6150.0,12,0,1.0
1,54,0.228402866,2372.0,2,0,0.0
1,39,0.691279186,5010.0,14,2,2.0
1,25,0.152896812,2916.0,3,0,0.0
1,46,0.637749121,1705.0,5,0,0.0
1,26,0.129805014,1794.0,1,0,0.0
1,44,0.291709578,3883.0,7,0,1.0
1,35,1593.0,5217.0,6,1,1.0
1,51,0.477503628,6200.0,11,1,0.0
1,58,0.632371083,4052.0,13,2,0.0
1,58,0.151956584,3500.0,12,0,0.0
1,51,0.160317928,16984.0,13,2,4.0
1,45,0.591477634,4716.0,13,2,2.0
1,58,3265.0,5217.0,20,0,0.0
1,38,74.5,1.0,13,0,2.0
1,33,0.175120326,2700.0,3,0,0.0
1,58,0.27112148,6000.0,8,1,1.0
1,35,1593.0,5217.0,6,1,1.0
1,47,64.0,5217.0,2,0,0.0
1,32,0.006731051,3416.0,1,0,3.0
1,40,0.382964747,13700.0,9,1,2.0
1,31,0.824725092,3000.0,10,2,1.0
1,54,0.228402866,2372.0,2,0,0.0
1,37,0.337622356,12667.0,16,2,3.0
1,51,0.160317928,16984.0,13,2,4.0
1,47,0.03975841,25000.0,11,1,3.0
1,47,1.104301274,5416.0,6,2,1.0
1,50,0.68127587,4106.0,8,1,0.0
1,32,0.44187375,3500.0,5,1,2.0
1,45,0.802982129,9120.0,13,6,2.0
1,48,2073.0,5217.0,5,2,0.0
1,73,274.0,5217.0,2,0,0.0
1,58,0.151956584,3500.0,12,0,0.0
1,45,0.591477634,4716.0,13,2,2.0
1,49,0.369223765,8785.0,20,2,2.0
1,32,0.44187375,3500.0,5,1,2.0
1,50,1.595253368,4676.0,14,3,1.0
1,51,0.350874186,5833.0,12,1,1.0
1,49,0.182881653,10257.0,9,2,3.0
1,50,0.297139683,3600.0,8,1,1.0
1,47,0.03975841,25000.0,11,1,3.0
1,58,0.632371083,4052.0,13,2,0.0
1,55,0.881655429,4300.0,17,2,1.0
1,36,0.558320373,4500.0,9,3,0.0
1,32,0.006731051,3416.0,1,0,3.0
1,51,0.477503628,6200.0,11,1,0.0
1,61,1.2979007,3000.0,11,3,1.0
1,47,0.03975841,25000.0,11,1,3.0
1,36,0.558320373,4500.0,9,3,0.0
1,38,0.475841386,3000.0,7,1,2.0
1,32,0.44187375,3500.0,5,1,2.0
1,38,74.5,1.0,13,0,2.0
1,47,64.0,5217.0,2,0,0.0
1,42,0.594224361,2700.0,8,0,0.0
1,43,0.461323764,7523.0,6,1,1.0
1,42,0.594224361,2700.0,8,0,0.0
1,47,1.104301274,5416.0,6,2,1.0
1,36,0.361340457,4117.0,4,0,1.0
1,36,0.558320373,4500.0,9,3,0.0
1,45,0.802982129,9120.0,13,6,2.0
1,38,0.475841386,3000.0,7,1,2.0
1,38,74.5,1.0,13,0,2.0
1,42,0.594224361,2700.0,8,0,0.0
1,38,3558.0,5217.0,19,3,2.0
1,44,6046.0,5217.0,9,3,0.0
1,49,0.369223765,8785.0,20,2,2.0
1,40,0.18141723,3400.0,5,0,1.0
1,52,0.524949909,10480.0,11,3,1.0
1,51,0.160317928,16984.0,13,2,4.0
1,39,0.984408835,2308.0,15,1,1.0
1,49,0.182881653,10257.0,9,2,3.0
1,58,0.632371083,4052.0,13,2,0.0
1,32,0.44187375,3500.0,5,1,2.0
1,39,0.055984556,9841.0,9,0,2.0
1,32,0.44187375,3500.0,5,1,2.0
1,26,0.129805014,1794.0,1,0,0.0
1,68,0.218071277,25000.0,27,3,0.0
1,61,0.209961825,5500.0,11,0,1.0
1,55,0.881655429,4300.0,17,2,1.0
1,68,0.218071277,25000.0,27,3,0.0
1,25,0.152896812,2916.0,3,0,0.0
1,37,0.337622356,12667.0,16,2,3.0
1,51,0.350874186,5833.0,12,1,1.0
1,61,0.572590321,7500.0,20,2,0.0
1,47,0.03975841,25000.0,11,1,3.0
1,43,0.461323764,7523.0,6,1,1.0
1,38,3558.0,5217.0,19,3,2.0
1,46,0.637749121,1705.0,5,0,0.0
1,26,0.129805014,1794.0,1,0,0.0
1,36,0.361340457,4117.0,4,0,1.0
1,44,6046.0,5217.0,9,3,0.0
1,63,5223.0,5217.0,19,2,0.0
1,38,0.153500141,3556.0,5,0,2.0
1,50,0.297139683,3600.0,8,1,1.0
1,45,0.802982129,9120.0,13,6,2.0
1,39,0.984408835,2308.0,15,1,1.0
1,55,0.881655429,4300.0,17,2,1.0
1,55,0.881655429,4300.0,17,2,1.0
1,38,0.475841386,3000.0,7,1,2.0
1,61,0.209961825,5500.0,11,0,1.0
1,63,0.285156885,6150.0,12,0,1.0
1,38,3558.0,5217.0,19,3,2.0
1,25,0.152896812,2916.0,3,0,0.0
1,44,0.291709578,3883.0,7,0,1.0
1,51,0.477503628,6200.0,11,1,0.0
1,39,0.055984556,9841.0,9,0,2.0
1,61,0.209961825,5500.0,11,0,1.0
1,47,1.104301274,5416.0,6,2,1.0
1,51,0.160317928,16984.0,13,2,4.0
1,44,0.291709578,3883.0,7,0,1.0
1,58,668.0,5217.0,5,0,0.0
1,42,0.594224361,2700.0,8,0,0.0
1,39,0.984408835,2308.0,15,1,1.0
1,47,1.104301274,5416.0,6,2,1.0
1,42,0.594224361,2700.0,8,0,0.0
1,51,0.350874186,5833.0,12,1,1.0
1,61,1.2979007,3000.0,11,3,1.0
1,47,1.104301274,5416.0,6,2,1.0
1,47,64.0,5217.0,2,0,0.0
1,42,0.594224361,2700.0,8,0,0.0
1,42,0.594224361,2700.0,8,0,0.0
1,37,0.337622356,12667.0,16,2,3.0
1,36,0.361340457,4117.0,4,0,1.0
1,51,0.350874186,5833.0,12,1,1.0
1,32,0.006731051,3416.0,1,0,3.0
1,55,0.881655429,4300.0,17,2,1.0
1,58,0.151956584,3500.0,12,0,0.0
1,35,1593.0,5217.0,6,1,1.0
1,52,0.524949909,10480.0,11,3,1.0
1,39,0.984408835,2308.0,15,1,1.0
1,43,0.461323764,7523.0,6,1,1.0
1,38,74.5,1.0,13,0,2.0
1,42,0.594224361,2700.0,8,0,0.0
1,50,0.68127587,4106.0,8,1,0.0
1,54,0.228402866,2372.0,2,0,0.0
1,38,74.5,1.0,13,0,2.0
1,58,3265.0,5217.0,20,0,0.0
1,61,0.572590321,7500.0,20,2,0.0
1,49,0.182881653,10257.0,9,2,3.0
1,46,0.637749121,1705.0,5,0,0.0
1,81,0.53801306,4287.0,11,2,0.0
1,31,0.824725092,3000.0,10,2,1.0
1,26,0.129805014,1794.0,1,0,0.0
1,49,0.369223765,8785.0,20,2,2.0
1,40,0.382964747,13700.0,9,1,2.0
1,51,0.477503628,6200.0,11,1,0.0
1,40,0.18141723,3400.0,5,0,1.0
1,37,1.620344914,4000.0,16,3,1.0
1,47,64.0,5217.0,2,0,0.0
1,32,0.44187375,3500.0,5,1,2.0
1,31,0.824725092,3000.0,10,2,1.0
1,48,0.605098725,4000.0,10,2,1.0
1,40,0.18141723,3400.0,5,0,1.0
1,52,0.524949909,10480.0,11,3,1.0
1,55,0.881655429,4300.0,17,2,1.0
1,45,0.802982129,9120.0,13,6,2.0
1,46,0.637749121,1705.0,5,0,0.0
1,39,0.055984556,9841.0,9,0,2.0
1,26,0.129805014,1794.0,1,0,0.0
1,44,6046.0,5217.0,9,3,0.0
1,25,0.152896812,2916.0,3,0,0.0
1,68,0.218071277,25000.0,27,3,0.0
1,61,1.2979007,3000.0,11,3,1.0
1,49,0.369223765,8785.0,20,2,2.0
1,48,2073.0,5217.0,5,2,0.0
1,32,0.006731051,3416.0,1,0,3.0
1,44,6046.0,5217.0,9,3,0.0
1,38,74.5,1.0,13,0,2.0
1,52,0.524949909,10480.0,11,3,1.0
1,89,0.549380248,2500.0,9,0,0.0
1,36,0.361340457,4117.0,4,0,1.0
1,61,0.572590321,7500.0,20,2,0.0
1,45,0.802982129,9120.0,13,6,2.0
1,68,0.218071277,25000.0,27,3,0.0
1,50,0.68127587,4106.0,8,1,0.0
1,48,0.605098725,4000.0,10,2,1.0
1,49,0.182881653,10257.0,9,2,3.0
1,42,0.594224361,2700.0,8,0,0.0
1,58,0.151956584,3500.0,12,0,0.0
1,31,0.824725092,3000.0,10,2,1.0
1,50,0.297139683,3600.0,8,1,1.0
1,31,0.824725092,3000.0,10,2,1.0
1,51,0.160317928,16984.0,13,2,4.0
1,38,0.475841386,3000.0,7,1,2.0
1,39,0.984408835,2308.0,15,1,1.0
1,63,0.285156885,6150.0,12,0,1.0
1,37,0.337622356,12667.0,16,2,3.0
1,39,0.984408835,2308.0,15,1,1.0
1,37,0.337622356,12667.0,16,2,3.0
1,51,0.477503628,6200.0,11,1,0.0
1,51,0.477503628,6200.0,11,1,0.0
1,47,0.03975841,25000.0,11,1,3.0
1,58,0.151956584,3500.0,12,0,0.0
1,68,0.218071277,25000.0,27,3,0.0
1,63,5223.0,5217.0,19,2,0.0
1,35,1593.0,5217.0,6,1,1.0
1,58,3265.0,5217.0,20,0,0.0
1,45,0.802982129,9120.0,13,6,2.0
1,81,0.53801306,4287.0,11,2,0.0
1,32,0.44187375,3500.0,5,1,2.0
1,38,74.5,1.0,13,0,2.0
1,50,1.595253368,4676.0,14,3,1.0
1,45,0.802982129,9120.0,13,6,2.0
1,44,6046.0,5217.0,9,3,0.0
1,33,0.175120326,2700.0,3,0,0.0
1,39,0.055984556,9841.0,9,0,2.0
1,89,0.549380248,2500.0,9,0,0.0
1,42,0.594224361,2700.0,8,0,0.0
1,50,0.297139683,3600.0,8,1,1.0
1,47,1.104301274,5416.0,6,2,1.0
1,36,0.558320373,4500.0,9,3,0.0
1,61,1.2979007,3000.0,11,3,1.0
1,89,0.549380248,2500.0,9,0,0.0
1,55,0.881655429,4300.0,17,2,1.0
1,55,0.881655429,4300.0,17,2,1.0
1,38,0.475841386,3000.0,7,1,2.0
1,47,64.0,5217.0,2,0,0.0
1,44,0.291709578,3883.0,7,0,1.0
1,45,0.802982129,9120.0,13,6,2.0
1,55,0.881655429,4300.0,17,2,1.0
1,58,0.632371083,4052.0,13,2,0.0
1,31,0.824725092,3000.0,10,2,1.0
1,37,1.620344914,4000.0,16,3,1.0
1,37,1.620344914,4000.0,16,3,1.0
1,38,3558.0,5217.0,19,3,2.0
1,58,0.151956584,3500.0,12,0,0.0
1,50,0.68127587,4106.0,8,1,0.0
1,26,0.129805014,1794.0,1,0,0.0
1,63,0.285156885,6150.0,12,0,1.0
1,38,0.153500141,3556.0,5,0,2.0
1,37,0.337622356,12667.0,16,2,3.0
1,68,0.218071277,25000.0,27,3,0.0
1,63,5223.0,5217.0,19,2,0.0
1,40,0.382964747,13700.0,9,1,2.0
1,25,0.152896812,2916.0,3,0,0.0
1,81,0.53801306,4287.0,11,2,0.0
1,36,0.558320373,4500.0,9,3,0.0
1,51,0.160317928,16984.0,13,2,4.0
1,89,0.549380248,2500.0,9,0,0.0
1,51,0.160317928,16984.0,13,2,4.0
1,47,64.0,5217.0,2,0,0.0
1,89,0.549380248,2500.0,9,0,0.0
1,46,0.637749121,1705.0,5,0,0.0
1,37,1.620344914,4000.0,16,3,1.0
1,38,0.153500141,3556.0,5,0,2.0
1,32,0.006731051,3416.0,1,0,3.0
1,81,0.53801306,4287.0,11,2,0.0
1,89,0.549380248,2500.0,9,0,0.0
1,73,274.0,5217.0,2,0,0.0
1,38,3558.0,5217.0,19,3,2.0
1,51,0.160317928,16984.0,13,2,4.0
1,52,0.524949909,10480.0,11,3,1.0
1,58,668.0,5217.0,5,0,0.0
1,38,0.153500141,3556.0,5,0,2.0
1,37,1.620344914,4000.0,16,3,1.0
1,48,0.605098725,4000.0,10,2,1.0
1,58,0.27112148,6000.0,8,1,1.0
1,81,0.53801306,4287.0,11,2,0.0
1,58,0.151956584,3500.0,12,0,0.0
1,31,0.824725092,3000.0,10,2,1.0
1,54,0.228402866,2372.0,2,0,0.0
1,50,1.595253368,4676.0,14,3,1.0
1,51,0.477503628,6200.0,11,1,0.0
1,40,0.18141723,3400.0,5,0,1.0
1,58,0.151956584,3500.0,12,0,0.0
1,51,0.477503628,6200.0,11,1,0.0
1,58,0.151956584,3500.0,12,0,0.0
1,43,0.461323764,7523.0,6,1,1.0
1,58,668.0,5217.0,5,0,0.0
1,31,0.824725092,3000.0,10,2,1.0
1,89,0.549380248,2500.0,9,0,0.0
1,49,0.182881653,10257.0,9,2,3.0
0,40,0.121876201,2600.0,4,0,1.0
0,38,0.085113375,3042.0,2,0,0.0
0,30,0.036049682,3300.0,5,0,0.0
0,49,0.024925695,63588.0,7,1,0.0
0,74,0.375606969,3500.0,3,1,1.0
0,57,5710.0,5217.0,8,3,0.0
0,39,0.209940017,3500.0,8,0,0.0
0,27,46.0,5217.0,2,0,0.0
0,57,0.606290901,23684.0,9,4,2.0
0,30,0.30947621,2500.0,5,0,0.0
0,51,0.53152876,6501.0,7,2,2.0
0,46,0.298354075,12454.0,13,2,2.0
0,76,477.0,0.0,6,1,0.0
0,64,0.209891754,11362.0,7,1,2.0
0,78,2058.0,5217.0,10,2,0.0
0,53,0.18827406,8800.0,7,0,0.0
0,43,0.527887839,3280.0,7,1,2.0
0,25,0.065868263,333.0,2,0,0.0
0,43,0.430046338,12300.0,10,2,0.0
0,39,0.241103559,2500.0,4,0,0.0
0,32,0.085512189,7916.0,6,0,0.0
0,58,0.241621845,2416.0,9,1,0.0
0,58,0.097672186,8333.0,22,1,0.0
0,69,0.042383047,2500.0,17,0,1.0
0,24,0.011761247,3400.0,1,0,0.0
0,58,0.436102527,5500.0,15,1,0.0
0,28,0.155201143,4200.0,8,0,0.0
0,24,0.472703063,750.0,1,0,0.0
0,62,977.0,5217.0,6,1,0.0
0,57,0.313812313,7000.0,9,2,0.0
0,42,0.257731959,2230.0,7,0,0.0
0,64,0.073538769,11000.0,9,1,0.0
0,50,0.567858035,4000.0,9,1,1.0
0,75,0.134078212,3400.0,1,1,1.0
0,26,0.00999001,1000.0,1,0,0.0
0,52,0.808340474,3500.0,10,2,0.0
0,41,0.539554464,5700.0,14,1,0.0
0,81,75.0,5217.0,7,0,0.0
0,31,0.048211004,9250.0,4,0,1.0
0,28,0.170125614,3661.0,4,0,1.0
0,68,1687.5,1.0,31,1,0.0
0,70,0.177787036,16800.0,12,1,2.0
0,62,0.011167837,3133.0,2,0,0.0
0,31,0.689370485,1937.0,4,2,0.0
0,38,0.393662026,13000.0,13,2,2.0
0,70,0.256339661,6900.0,21,1,0.0
0,73,3095.0,0.0,9,1,0.0
0,62,0.0,5217.0,1,0,0.0
0,51,0.306381499,5750.0,5,1,0.0
0,29,0.008064516,2231.0,1,0,0.0
0,55,0.073147745,13793.0,4,1,0.0
0,46,0.016921775,13000.0,10,0,1.0
0,64,0.351258937,3216.0,4,1,0.0
0,43,2477.0,5217.0,3,1,2.0
0,35,0.261609907,5813.0,10,0,2.0
0,58,0.241135663,7783.0,11,1,0.0
0,69,0.00803428,5600.0,3,0,0.0
0,72,1720.0,5217.0,12,2,0.0
0,46,1.051397656,3326.0,6,2,2.0
0,60,0.549877805,4500.0,10,2,0.0
0,67,0.540983607,3720.0,2,1,0.0
0,55,0.316416365,7723.0,17,1,1.0
0,27,0.681045752,764.0,3,0,0.0
0,31,0.111444278,2000.0,6,0,2.0
0,64,0.16106176,9455.0,13,1,3.0
0,36,0.262611807,8384.0,6,2,1.0
0,67,1824.0,5217.0,7,2,0.0
0,56,0.369590815,6793.0,15,1,0.0
0,31,3162.0,0.0,11,2,1.0
0,36,0.116614347,8600.0,19,0,3.0
0,29,0.694646949,4800.0,5,1,0.0
0,37,0.074155949,4975.0,6,0,0.0
0,69,0.270448637,15000.0,14,2,1.0
0,41,2.797698945,1042.0,11,2,2.0
0,52,0.111131623,10833.0,14,2,1.0
0,66,0.208842479,4500.0,3,1,0.0
0,53,2.604510673,12414.0,13,1,2.0
0,56,0.492021814,4950.0,18,2,0.0
0,31,0.395031809,3300.0,10,1,0.0
0,58,0.316144874,4886.0,9,1,1.0
0,58,3282.0,5217.0,8,2,0.0
0,64,0.004061231,3200.0,5,0,0.0
0,60,0.487288997,4916.0,15,2,0.0
0,51,15466.0,0.0,7,0,0.0
0,83,0.123797734,10500.0,13,0,0.0
0,52,2662.0,5217.0,10,2,0.0
0,34,0.368403802,3050.0,4,0,1.0
0,44,0.51241535,3100.0,5,1,0.0
0,37,0.288417167,6500.0,11,1,0.0
0,48,10.0,5217.0,2,0,0.0
0,57,0.280664917,5714.0,6,1,0.0
0,32,0.480523957,2900.0,4,1,0.0
0,75,0.006799093,7500.0,4,0,0.0
0,61,15.0,5217.0,4,0,0.0
0,34,0.32591852,4000.0,9,1,0.0
0,52,0.138238573,2690.0,2,0,0.0
0,44,0.299246282,4908.0,8,0,1.0
0,57,0.258939285,8333.0,7,1,0.0
0,46,0.026235802,6250.0,6,0,3.0
0,80,0.003478779,10060.0,5,0,0.0
0,32,0.519493502,3000.0,4,1,1.0
0,62,0.664221287,8314.0,8,3,0.0
0,61,4739.0,5217.0,11,4,0.0
0,47,0.009748781,8000.0,2,0,2.0
0,58,1.382629108,3833.0,26,4,0.0
0,52,0.023993145,3500.0,4,0,0.0
0,68,0.108089191,10000.0,10,2,1.0
0,39,0.384441575,3097.0,7,1,3.0
0,74,7.0,5217.0,4,0,0.0
0,46,0.149103029,10200.0,6,2,0.0
0,44,1.243362832,4067.0,5,2,1.0
0,68,269.0,5217.0,4,0,0.0
0,68,0.12290366,8168.0,6,0,0.0
0,31,0.123752495,500.0,3,0,0.0
0,34,0.297933792,4500.0,11,2,0.0
0,67,0.239507959,4145.0,13,0,0.0
0,58,0.366545247,14000.0,9,2,4.0
0,39,4090.0,5217.0,9,2,0.0
0,58,0.63332301,3228.0,5,1,0.0
0,61,0.2226598,3300.0,14,1,0.0
0,59,0.218854341,19167.0,13,2,0.0
0,36,0.266394467,12000.0,22,2,0.0
0,59,0.351699622,4500.0,12,1,0.0
0,43,994.0,5217.0,4,1,0.0
0,77,0.001998002,1000.0,1,0,0.0
0,48,0.517468688,4550.0,7,2,0.0
0,81,0.086482558,2751.0,7,0,1.0
0,51,0.100920343,3150.0,5,0,0.0
0,53,0.199647533,7943.0,8,1,0.0
0,56,1.065901518,2700.0,11,1,2.0
0,63,1.129227053,4139.0,12,1,1.0
0,55,0.112051635,9450.0,6,2,0.0
0,54,0.315983758,5417.0,20,2,1.0
0,55,0.323088235,6799.0,5,1,0.0
0,72,3031.0,5217.0,11,1,0.0
0,53,0.534027778,8639.0,22,2,3.0
0,27,567.0,5217.0,4,0,0.0
0,31,0.343593791,3800.0,7,1,0.0
0,38,0.43369976,5821.0,7,1,4.0
0,40,0.452363811,12500.0,11,2,2.0
0,48,0.427882174,3937.0,17,1,0.0
0,50,0.748071979,3500.0,9,2,3.0
0,34,0.025911708,2083.0,2,0,0.0
0,48,0.370876375,3000.0,14,1,5.0
0,57,0.655812625,3500.0,9,1,1.0
0,30,0.315171207,4000.0,4,1,1.0
0,28,0.144616356,3166.0,7,0,0.0
0,36,0.563752087,9583.0,10,2,1.0
0,60,0.412979783,6825.0,20,2,0.0
0,58,0.342971419,12000.0,23,2,4.0
0,49,0.801999355,3100.0,11,1,0.0
0,40,0.034847816,6800.0,6,0,3.0
0,63,2.0,5217.0,4,0,0.0
0,50,0.726566993,3477.0,5,1,1.0
0,38,2088.0,5217.0,6,1,0.0
0,63,0.610841267,5146.0,9,2,2.0
0,42,0.593899089,6916.0,7,3,0.0
0,54,3.382196162,1875.0,9,2,0.0
0,63,1268.0,5217.0,8,1,0.0
0,29,639.5,1.0,3,1,2.0
0,36,0.138461538,7734.0,8,0,0.0
0,33,0.852429514,5000.0,7,3,0.0
0,72,0.089091313,4500.0,4,0,0.0
0,29,974.0,5217.0,2,0,0.0
0,53,0.543625949,7506.0,11,3,3.0
0,79,0.365151154,4200.0,9,1,0.0
0,58,0.342005076,9455.0,11,2,2.0
0,69,0.330733853,5000.0,10,1,1.0
0,69,0.005319149,2255.0,0,0,3.0
0,75,0.010927876,10065.0,9,0,0.0
0,41,0.907538526,2400.0,6,1,0.0
0,46,0.667835346,7700.0,22,2,1.0
0,65,2177.0,5217.0,6,1,1.0
0,55,0.436665827,3970.0,10,1,0.0
0,55,3144.0,5217.0,11,1,0.0
0,86,13.0,5217.0,3,0,0.0
0,56,0.438912218,5000.0,7,2,0.0
0,55,0.47090194,15000.0,12,2,3.0
0,64,0.332016389,6833.0,14,2,0.0
0,53,0.536703799,3500.0,7,1,0.0
0,49,2932.0,5217.0,11,1,0.0
0,55,0.156259612,3250.0,5,0,4.0
0,80,0.016196761,5000.0,9,0,0.0
0,44,0.224465502,21000.0,5,1,3.0
0,40,0.119660709,3300.0,7,0,0.0
0,35,103.0,5217.0,6,0,0.0
0,69,0.308438695,3400.0,9,1,0.0
0,64,0.181311286,5200.0,4,1,0.0
0,61,0.269281443,9866.0,12,2,2.0
0,46,0.166215372,4800.0,6,1,4.0
0,49,0.429533892,7272.0,11,2,0.0
0,64,0.17386957,9000.0,8,1,0.0
0,40,0.443755624,10000.0,12,5,2.0
0,27,0.024340075,5833.0,4,0,0.0
0,60,1253.0,5217.0,8,1,1.0
0,92,0.034326669,2650.0,13,0,0.0
0,50,0.420180551,8750.0,8,2,0.0
0,64,2826.0,5217.0,14,2,0.0
0,66,0.358101135,1937.0,4,0,0.0
0,53,0.183464028,19000.0,8,1,2.0
0,62,0.04965839,6000.0,1,0,0.0
0,50,1208.0,5217.0,4,1,0.0
0,61,0.031349387,2200.0,12,0,0.0
0,42,800.0,1.0,3,1,2.0
0,63,0.332698534,5250.0,4,2,0.0
0,73,0.135589153,4166.0,12,1,0.0
0,72,0.04578345,7600.0,3,1,0.0
0,52,0.700153374,5215.0,15,2,0.0
0,45,0.376836435,8167.0,4,1,2.0
0,44,0.296854804,6962.0,11,1,0.0
0,63,0.701766078,6001.0,19,2,0.0
0,37,0.322446259,6000.0,7,1,0.0
0,36,0.56071964,2000.0,7,1,1.0
0,41,0.436025621,6400.0,5,1,2.0
0,63,0.262773723,10000.0,8,1,0.0
0,76,0.002465931,7704.0,3,0,0.0
0,43,0.537485582,2600.0,10,1,0.0
0,64,0.588073078,2900.0,6,1,0.0
0,67,0.460246187,12916.0,9,2,0.0
0,52,0.353860086,4416.0,12,0,1.0
0,66,3730.0,5217.0,8,1,0.0
0,55,0.476704659,5000.0,3,2,0.0
0,42,0.578676723,5833.0,17,2,2.0
